Bin,Count
UDN_BG_A_C_Mayo032_pool_M_129 & 7,3
UDN_BG_A_C_Mayo032_pool_M_129 & 70,86
UDN_BG_A_C_Mayo032_pool_M_129 & 71,90
UDN_BG_A_C_Mayo032_pool_M_129 & 72,92
UDN_BG_A_C_Mayo032_pool_M_129 & 73,94
UDN_BG_A_C_Mayo032_pool_M_129 & 74,88
UDN_BG_A_C_Mayo032_pool_M_129 & 75,101
UDN_BG_A_C_Mayo032_pool_M_129 & 76,97
UDN_BG_A_C_Mayo032_pool_M_129 & 77,99
UDN_BG_A_C_Mayo032_pool_M_129 & 78,100
UDN_BG_A_C_Mayo032_pool_M_129 & 79,103
UDN_BG_A_C_Mayo032_pool_M_129 & 8,8
UDN_BG_A_C_Mayo032_pool_M_129 & 80,105
UDN_BG_A_C_Mayo032_pool_M_129 & 81,102
UDN_BG_A_C_Mayo032_pool_M_129 & 82,99
UDN_BG_A_C_Mayo032_pool_M_129 & 83,97
UDN_BG_A_C_Mayo032_pool_M_129 & 84,94
UDN_BG_A_C_Mayo032_pool_M_129 & 85,98
UDN_BG_A_C_Mayo032_pool_M_129 & 86,96
UDN_BG_A_C_Mayo032_pool_M_129 & 87,94
UDN_BG_A_C_Mayo032_pool_M_129 & 88,94
UDN_BG_A_C_Mayo032_pool_M_129 & 89,85
UDN_BG_A_C_Mayo032_pool_M_129 & 9,10
UDN_BG_A_C_Mayo032_pool_M_129 & 90,86
UDN_BG_A_C_Mayo032_pool_M_129 & 91,82
UDN_BG_A_C_Mayo032_pool_M_129 & 92,79
UDN_BG_A_C_Mayo032_pool_M_129 & 93,77
UDN_BG_A_C_Mayo032_pool_M_129 & 94,75
UDN_BG_A_C_Mayo032_pool_M_129 & 95,75
UDN_BG_A_C_Mayo032_pool_M_129 & 96,74
UDN_BG_A_C_Mayo032_pool_M_129 & 97,63
UDN_BG_A_C_Mayo032_pool_M_129 & 98,56
UDN_BG_A_C_Mayo032_pool_M_129 & 99,53
UDN_BG_A_C_Mayo039_pool_M_124 & 0,1
UDN_BG_A_C_Mayo039_pool_M_124 & 1,1
UDN_BG_A_C_Mayo039_pool_M_124 & 10,13
UDN_BG_A_C_Mayo039_pool_M_124 & 100,49
UDN_BG_A_C_Mayo039_pool_M_124 & 101,47
UDN_BG_A_C_Mayo039_pool_M_124 & 102,51
UDN_BG_A_C_Mayo039_pool_M_124 & 103,54
UDN_BG_A_C_Mayo039_pool_M_124 & 104,56
UDN_BG_A_C_Mayo039_pool_M_124 & 105,53
UDN_BG_A_C_Mayo039_pool_M_124 & 106,53
UDN_BG_A_C_Mayo039_pool_M_124 & 107,61
UDN_BG_A_C_Mayo039_pool_M_124 & 108,48
UDN_BG_A_C_Mayo039_pool_M_124 & 109,35
UDN_BG_A_C_Mayo039_pool_M_124 & 11,26
UDN_BG_A_C_Mayo039_pool_M_124 & 110,35
UDN_BG_A_C_Mayo039_pool_M_124 & 111,33
UDN_BG_A_C_Mayo039_pool_M_124 & 112,29
UDN_BG_A_C_Mayo039_pool_M_124 & 113,28
UDN_BG_A_C_Mayo039_pool_M_124 & 114,33
UDN_BG_A_C_Mayo039_pool_M_124 & 115,31
UDN_BG_A_C_Mayo039_pool_M_124 & 116,21
UDN_BG_A_C_Mayo039_pool_M_124 & 117,36
UDN_BG_A_C_Mayo039_pool_M_124 & 12,29
UDN_BG_A_C_Mayo039_pool_M_124 & 13,34
UDN_BG_A_C_Mayo039_pool_M_124 & 14,34
UDN_BG_A_C_Mayo039_pool_M_124 & 15,34
UDN_BG_A_C_Mayo039_pool_M_124 & 16,34
UDN_BG_A_C_Mayo039_pool_M_124 & 17,34
UDN_BG_A_C_Mayo039_pool_M_124 & 18,37
UDN_BG_A_C_Mayo039_pool_M_124 & 19,34
UDN_BG_A_C_Mayo039_pool_M_124 & 2,1
UDN_BG_A_C_Mayo039_pool_M_124 & 20,36
UDN_BG_A_C_Mayo039_pool_M_124 & 21,36
UDN_BG_A_C_Mayo039_pool_M_124 & 22,41
UDN_BG_A_C_Mayo039_pool_M_124 & 23,39
UDN_BG_A_C_Mayo039_pool_M_124 & 24,37
UDN_BG_A_C_Mayo039_pool_M_124 & 25,38
UDN_BG_A_C_Mayo039_pool_M_124 & 26,38
UDN_BG_A_C_Mayo039_pool_M_124 & 27,39
UDN_BG_A_C_Mayo039_pool_M_124 & 28,42
UDN_BG_A_C_Mayo039_pool_M_124 & 29,41
UDN_BG_A_C_Mayo039_pool_M_124 & 3,1
UDN_BG_A_C_Mayo039_pool_M_124 & 30,41
UDN_BG_A_C_Mayo039_pool_M_124 & 31,42
UDN_BG_A_C_Mayo039_pool_M_124 & 32,42
UDN_BG_A_C_Mayo039_pool_M_124 & 33,42
UDN_BG_A_C_Mayo039_pool_M_124 & 34,37
UDN_BG_A_C_Mayo039_pool_M_124 & 35,40
UDN_BG_A_C_Mayo039_pool_M_124 & 36,48
UDN_BG_A_C_Mayo039_pool_M_124 & 37,55
UDN_BG_A_C_Mayo039_pool_M_124 & 38,55
UDN_BG_A_C_Mayo039_pool_M_124 & 39,53
UDN_BG_A_C_Mayo039_pool_M_124 & 4,6
UDN_BG_A_C_Mayo039_pool_M_124 & 40,52
UDN_BG_A_C_Mayo039_pool_M_124 & 41,53
UDN_BG_A_C_Mayo039_pool_M_124 & 42,58
UDN_BG_A_C_Mayo039_pool_M_124 & 43,75
UDN_BG_A_C_Mayo039_pool_M_124 & 44,67
UDN_BG_A_C_Mayo039_pool_M_124 & 45,68
UDN_BG_A_C_Mayo039_pool_M_124 & 46,64
UDN_BG_A_C_Mayo039_pool_M_124 & 47,61
UDN_BG_A_C_Mayo039_pool_M_124 & 48,62
UDN_BG_A_C_Mayo039_pool_M_124 & 49,61
UDN_BG_A_C_Mayo039_pool_M_124 & 5,10
UDN_BG_A_C_Mayo039_pool_M_124 & 50,60
UDN_BG_A_C_Mayo039_pool_M_124 & 51,61
UDN_BG_A_C_Mayo039_pool_M_124 & 52,68
UDN_BG_A_C_Mayo039_pool_M_124 & 53,68
UDN_BG_A_C_Mayo039_pool_M_124 & 54,74
UDN_BG_A_C_Mayo039_pool_M_124 & 55,62
UDN_BG_A_C_Mayo039_pool_M_124 & 56,68
UDN_BG_A_C_Mayo039_pool_M_124 & 57,73
UDN_BG_A_C_Mayo039_pool_M_124 & 58,77
UDN_BG_A_C_Mayo039_pool_M_124 & 59,69
UDN_BG_A_C_Mayo039_pool_M_124 & 6,10
UDN_BG_A_C_Mayo039_pool_M_124 & 60,83
UDN_BG_A_C_Mayo039_pool_M_124 & 61,84
UDN_BG_A_C_Mayo039_pool_M_124 & 62,83
UDN_BG_A_C_Mayo039_pool_M_124 & 63,89
UDN_BG_A_C_Mayo039_pool_M_124 & 64,86
UDN_BG_A_C_Mayo039_pool_M_124 & 65,92
UDN_BG_A_C_Mayo039_pool_M_124 & 66,92
UDN_BG_A_C_Mayo039_pool_M_124 & 67,93
UDN_BG_A_C_Mayo039_pool_M_124 & 68,94
UDN_BG_A_C_Mayo039_pool_M_124 & 69,88
UDN_BG_A_C_Mayo039_pool_M_124 & 7,10
UDN_BG_A_C_Mayo039_pool_M_124 & 70,97
UDN_BG_A_C_Mayo039_pool_M_124 & 71,99
UDN_BG_A_C_Mayo039_pool_M_124 & 72,103
UDN_BG_A_C_Mayo039_pool_M_124 & 73,101
UDN_BG_A_C_Mayo039_pool_M_124 & 74,102
UDN_BG_A_C_Mayo039_pool_M_124 & 75,102
UDN_BG_A_C_Mayo039_pool_M_124 & 76,99
UDN_BG_A_C_Mayo039_pool_M_124 & 77,97
UDN_BG_A_C_Mayo039_pool_M_124 & 78,94
UDN_BG_A_C_Mayo039_pool_M_124 & 79,99
UDN_BG_A_C_Mayo039_pool_M_124 & 8,12
UDN_BG_A_C_Mayo039_pool_M_124 & 80,96
UDN_BG_A_C_Mayo039_pool_M_124 & 81,96
UDN_BG_A_C_Mayo039_pool_M_124 & 82,95
UDN_BG_A_C_Mayo039_pool_M_124 & 83,93
UDN_BG_A_C_Mayo039_pool_M_124 & 84,87
UDN_BG_A_C_Mayo039_pool_M_124 & 85,86
UDN_BG_A_C_Mayo039_pool_M_124 & 86,87
UDN_BG_A_C_Mayo039_pool_M_124 & 87,90
UDN_BG_A_C_Mayo039_pool_M_124 & 88,89
UDN_BG_A_C_Mayo039_pool_M_124 & 89,85
UDN_BG_A_C_Mayo039_pool_M_124 & 9,12
UDN_BG_A_C_Mayo039_pool_M_124 & 90,79
UDN_BG_A_C_Mayo039_pool_M_124 & 91,80
UDN_BG_A_C_Mayo039_pool_M_124 & 92,76
UDN_BG_A_C_Mayo039_pool_M_124 & 93,76
UDN_BG_A_C_Mayo039_pool_M_124 & 94,74
UDN_BG_A_C_Mayo039_pool_M_124 & 95,70
UDN_BG_A_C_Mayo039_pool_M_124 & 96,62
UDN_BG_A_C_Mayo039_pool_M_124 & 97,55
UDN_BG_A_C_Mayo039_pool_M_124 & 98,52
UDN_BG_A_C_Mayo039_pool_M_124 & 99,51
UDN_BG_A_C_Mayo051_pool_M_146 & 0,1
UDN_BG_A_C_Mayo051_pool_M_146 & 1,1
UDN_BG_A_C_Mayo051_pool_M_146 & 10,12
UDN_BG_A_C_Mayo051_pool_M_146 & 100,81
UDN_BG_A_C_Mayo051_pool_M_146 & 101,80
UDN_BG_A_C_Mayo051_pool_M_146 & 102,80
UDN_BG_A_C_Mayo051_pool_M_146 & 103,75
UDN_BG_A_C_Mayo051_pool_M_146 & 104,76
UDN_BG_A_C_Mayo051_pool_M_146 & 105,74
UDN_BG_A_C_Mayo051_pool_M_146 & 106,72
UDN_BG_A_C_Mayo051_pool_M_146 & 107,62
UDN_BG_A_C_Mayo051_pool_M_146 & 108,56
UDN_BG_A_C_Mayo051_pool_M_146 & 109,53
UDN_BG_A_C_Mayo051_pool_M_146 & 11,23
UDN_BG_A_C_Mayo051_pool_M_146 & 110,47
UDN_BG_A_C_Mayo051_pool_M_146 & 111,49
UDN_BG_A_C_Mayo051_pool_M_146 & 112,47
UDN_BG_A_C_Mayo051_pool_M_146 & 113,51
UDN_BG_A_C_Mayo051_pool_M_146 & 114,54
UDN_BG_A_C_Mayo051_pool_M_146 & 115,56
UDN_BG_A_C_Mayo051_pool_M_146 & 116,53
UDN_BG_A_C_Mayo051_pool_M_146 & 117,53
UDN_BG_A_C_Mayo051_pool_M_146 & 118,61
UDN_BG_A_C_Mayo051_pool_M_146 & 119,48
UDN_BG_A_C_Mayo051_pool_M_146 & 12,26
UDN_BG_A_C_Mayo051_pool_M_146 & 120,48
UDN_BG_A_C_Mayo051_pool_M_146 & 121,35
UDN_BG_A_C_Mayo051_pool_M_146 & 122,33
UDN_BG_A_C_Mayo051_pool_M_146 & 123,24
UDN_BG_A_C_Mayo051_pool_M_146 & 124,29
UDN_BG_A_C_Mayo051_pool_M_146 & 125,28
UDN_BG_A_C_Mayo051_pool_M_146 & 126,33
UDN_BG_A_C_Mayo051_pool_M_146 & 127,21
UDN_BG_A_C_Mayo051_pool_M_146 & 13,29
UDN_BG_A_C_Mayo051_pool_M_146 & 14,31
UDN_BG_A_C_Mayo051_pool_M_146 & 15,36
UDN_BG_A_C_Mayo051_pool_M_146 & 16,34
UDN_BG_A_C_Mayo051_pool_M_146 & 17,33
UDN_BG_A_C_Mayo051_pool_M_146 & 18,34
UDN_BG_A_C_Mayo051_pool_M_146 & 19,34
UDN_BG_A_C_Mayo051_pool_M_146 & 2,1
UDN_BG_A_C_Mayo051_pool_M_146 & 20,35
UDN_BG_A_C_Mayo051_pool_M_146 & 21,34
UDN_BG_A_C_Mayo051_pool_M_146 & 22,36
UDN_BG_A_C_Mayo051_pool_M_146 & 23,37
UDN_BG_A_C_Mayo051_pool_M_146 & 24,34
UDN_BG_A_C_Mayo051_pool_M_146 & 25,36
UDN_BG_A_C_Mayo051_pool_M_146 & 26,36
UDN_BG_A_C_Mayo051_pool_M_146 & 27,41
UDN_BG_A_C_Mayo051_pool_M_146 & 28,42
UDN_BG_A_C_Mayo051_pool_M_146 & 29,39
UDN_BG_A_C_Mayo051_pool_M_146 & 3,2
UDN_BG_A_C_Mayo051_pool_M_146 & 30,37
UDN_BG_A_C_Mayo051_pool_M_146 & 31,38
UDN_BG_A_C_Mayo051_pool_M_146 & 32,39
UDN_BG_A_C_Mayo051_pool_M_146 & 33,41
UDN_BG_A_C_Mayo051_pool_M_146 & 34,41
UDN_BG_A_C_Mayo051_pool_M_146 & 35,41
UDN_BG_A_C_Mayo051_pool_M_146 & 36,43
UDN_BG_A_C_Mayo051_pool_M_146 & 37,41
UDN_BG_A_C_Mayo051_pool_M_146 & 38,41
UDN_BG_A_C_Mayo051_pool_M_146 & 39,42
UDN_BG_A_C_Mayo051_pool_M_146 & 4,6
UDN_BG_A_C_Mayo051_pool_M_146 & 40,40
UDN_BG_A_C_Mayo051_pool_M_146 & 41,37
UDN_BG_A_C_Mayo051_pool_M_146 & 42,40
UDN_BG_A_C_Mayo051_pool_M_146 & 43,48
UDN_BG_A_C_Mayo051_pool_M_146 & 44,50
UDN_BG_A_C_Mayo051_pool_M_146 & 45,55
UDN_BG_A_C_Mayo051_pool_M_146 & 46,55
UDN_BG_A_C_Mayo051_pool_M_146 & 47,53
UDN_BG_A_C_Mayo051_pool_M_146 & 48,52
UDN_BG_A_C_Mayo051_pool_M_146 & 49,53
UDN_BG_A_C_Mayo051_pool_M_146 & 5,9
UDN_BG_A_C_Mayo051_pool_M_146 & 50,58
UDN_BG_A_C_Mayo051_pool_M_146 & 51,70
UDN_BG_A_C_Mayo051_pool_M_146 & 52,74
UDN_BG_A_C_Mayo051_pool_M_146 & 53,67
UDN_BG_A_C_Mayo051_pool_M_146 & 54,68
UDN_BG_A_C_Mayo051_pool_M_146 & 55,64
UDN_BG_A_C_Mayo051_pool_M_146 & 56,61
UDN_BG_A_C_Mayo051_pool_M_146 & 57,62
UDN_BG_A_C_Mayo051_pool_M_146 & 58,61
UDN_BG_A_C_Mayo051_pool_M_146 & 59,60
UDN_BG_A_C_Mayo051_pool_M_146 & 6,10
UDN_BG_A_C_Mayo051_pool_M_146 & 60,61
UDN_BG_A_C_Mayo051_pool_M_146 & 61,67
UDN_BG_A_C_Mayo051_pool_M_146 & 62,68
UDN_BG_A_C_Mayo051_pool_M_146 & 63,69
UDN_BG_A_C_Mayo051_pool_M_146 & 64,68
UDN_BG_A_C_Mayo051_pool_M_146 & 65,62
UDN_BG_A_C_Mayo051_pool_M_146 & 66,68
UDN_BG_A_C_Mayo051_pool_M_146 & 67,73
UDN_BG_A_C_Mayo051_pool_M_146 & 68,77
UDN_BG_A_C_Mayo051_pool_M_146 & 69,69
UDN_BG_A_C_Mayo051_pool_M_146 & 7,10
UDN_BG_A_C_Mayo051_pool_M_146 & 70,84
UDN_BG_A_C_Mayo051_pool_M_146 & 71,84
UDN_BG_A_C_Mayo051_pool_M_146 & 72,83
UDN_BG_A_C_Mayo051_pool_M_146 & 73,88
UDN_BG_A_C_Mayo051_pool_M_146 & 74,86
UDN_BG_A_C_Mayo051_pool_M_146 & 75,92
UDN_BG_A_C_Mayo051_pool_M_146 & 76,92
UDN_BG_A_C_Mayo051_pool_M_146 & 77,94
UDN_BG_A_C_Mayo051_pool_M_146 & 78,94
UDN_BG_A_C_Mayo051_pool_M_146 & 79,88
UDN_BG_A_C_Mayo051_pool_M_146 & 8,13
UDN_BG_A_C_Mayo051_pool_M_146 & 80,92
UDN_BG_A_C_Mayo051_pool_M_146 & 81,97
UDN_BG_A_C_Mayo051_pool_M_146 & 82,99
UDN_BG_A_C_Mayo051_pool_M_146 & 83,102
UDN_BG_A_C_Mayo051_pool_M_146 & 84,101
UDN_BG_A_C_Mayo051_pool_M_146 & 85,103
UDN_BG_A_C_Mayo051_pool_M_146 & 86,102
UDN_BG_A_C_Mayo051_pool_M_146 & 87,102
UDN_BG_A_C_Mayo051_pool_M_146 & 88,98
UDN_BG_A_C_Mayo051_pool_M_146 & 89,97
UDN_BG_A_C_Mayo051_pool_M_146 & 9,12
UDN_BG_A_C_Mayo051_pool_M_146 & 90,98
UDN_BG_A_C_Mayo051_pool_M_146 & 91,96
UDN_BG_A_C_Mayo051_pool_M_146 & 92,96
UDN_BG_A_C_Mayo051_pool_M_146 & 93,95
UDN_BG_A_C_Mayo051_pool_M_146 & 94,94
UDN_BG_A_C_Mayo051_pool_M_146 & 95,94
UDN_BG_A_C_Mayo051_pool_M_146 & 96,86
UDN_BG_A_C_Mayo051_pool_M_146 & 97,86
UDN_BG_A_C_Mayo051_pool_M_146 & 98,87
UDN_BG_A_C_Mayo051_pool_M_146 & 99,89
UDN_BG_A_C_Mayo053_pool_M_145 & 0,1
UDN_BG_A_C_Mayo053_pool_M_145 & 1,1
UDN_BG_A_C_Mayo053_pool_M_145 & 10,11
UDN_BG_A_C_Mayo053_pool_M_145 & 100,47
UDN_BG_A_C_Mayo053_pool_M_145 & 101,51
UDN_BG_A_C_Mayo053_pool_M_145 & 102,54
UDN_BG_A_C_Mayo053_pool_M_145 & 103,56
UDN_BG_A_C_Mayo053_pool_M_145 & 104,53
UDN_BG_A_C_Mayo053_pool_M_145 & 105,53
UDN_BG_A_C_Mayo053_pool_M_145 & 106,61
UDN_BG_A_C_Mayo053_pool_M_145 & 107,56
UDN_BG_A_C_Mayo053_pool_M_145 & 108,48
UDN_BG_A_C_Mayo053_pool_M_145 & 109,48
UDN_BG_A_C_Mayo053_pool_M_145 & 11,11
UDN_BG_A_C_Mayo053_pool_M_145 & 110,35
UDN_BG_A_C_Mayo053_pool_M_145 & 111,33
UDN_BG_A_C_Mayo053_pool_M_145 & 112,20
UDN_BG_A_C_Mayo053_pool_M_145 & 113,29
UDN_BG_A_C_Mayo053_pool_M_145 & 114,28
UDN_BG_A_C_Mayo053_pool_M_145 & 115,33
UDN_BG_A_C_Mayo053_pool_M_145 & 116,21
UDN_BG_A_C_Mayo053_pool_M_145 & 117,25
UDN_BG_A_C_Mayo053_pool_M_145 & 118,36
UDN_BG_A_C_Mayo053_pool_M_145 & 119,32
UDN_BG_A_C_Mayo053_pool_M_145 & 12,13
UDN_BG_A_C_Mayo053_pool_M_145 & 13,12
UDN_BG_A_C_Mayo053_pool_M_145 & 14,13
UDN_BG_A_C_Mayo053_pool_M_145 & 15,26
UDN_BG_A_C_Mayo053_pool_M_145 & 16,28
UDN_BG_A_C_Mayo053_pool_M_145 & 17,34
UDN_BG_A_C_Mayo053_pool_M_145 & 18,34
UDN_BG_A_C_Mayo053_pool_M_145 & 19,35
UDN_BG_A_C_Mayo053_pool_M_145 & 2,1
UDN_BG_A_C_Mayo053_pool_M_145 & 20,33
UDN_BG_A_C_Mayo053_pool_M_145 & 21,37
UDN_BG_A_C_Mayo053_pool_M_145 & 22,36
UDN_BG_A_C_Mayo053_pool_M_145 & 23,34
UDN_BG_A_C_Mayo053_pool_M_145 & 24,37
UDN_BG_A_C_Mayo053_pool_M_145 & 25,41
UDN_BG_A_C_Mayo053_pool_M_145 & 26,41
UDN_BG_A_C_Mayo053_pool_M_145 & 27,38
UDN_BG_A_C_Mayo053_pool_M_145 & 28,38
UDN_BG_A_C_Mayo053_pool_M_145 & 29,38
UDN_BG_A_C_Mayo053_pool_M_145 & 3,1
UDN_BG_A_C_Mayo053_pool_M_145 & 30,39
UDN_BG_A_C_Mayo053_pool_M_145 & 31,43
UDN_BG_A_C_Mayo053_pool_M_145 & 32,42
UDN_BG_A_C_Mayo053_pool_M_145 & 33,41
UDN_BG_A_C_Mayo053_pool_M_145 & 34,41
UDN_BG_A_C_Mayo053_pool_M_145 & 35,41
UDN_BG_A_C_Mayo053_pool_M_145 & 36,42
UDN_BG_A_C_Mayo053_pool_M_145 & 37,40
UDN_BG_A_C_Mayo053_pool_M_145 & 38,37
UDN_BG_A_C_Mayo053_pool_M_145 & 39,40
UDN_BG_A_C_Mayo053_pool_M_145 & 4,1
UDN_BG_A_C_Mayo053_pool_M_145 & 40,48
UDN_BG_A_C_Mayo053_pool_M_145 & 41,55
UDN_BG_A_C_Mayo053_pool_M_145 & 42,53
UDN_BG_A_C_Mayo053_pool_M_145 & 43,52
UDN_BG_A_C_Mayo053_pool_M_145 & 44,53
UDN_BG_A_C_Mayo053_pool_M_145 & 45,57
UDN_BG_A_C_Mayo053_pool_M_145 & 46,71
UDN_BG_A_C_Mayo053_pool_M_145 & 47,74
UDN_BG_A_C_Mayo053_pool_M_145 & 48,68
UDN_BG_A_C_Mayo053_pool_M_145 & 49,67
UDN_BG_A_C_Mayo053_pool_M_145 & 5,2
UDN_BG_A_C_Mayo053_pool_M_145 & 50,65
UDN_BG_A_C_Mayo053_pool_M_145 & 51,61
UDN_BG_A_C_Mayo053_pool_M_145 & 52,62
UDN_BG_A_C_Mayo053_pool_M_145 & 53,61
UDN_BG_A_C_Mayo053_pool_M_145 & 54,61
UDN_BG_A_C_Mayo053_pool_M_145 & 55,68
UDN_BG_A_C_Mayo053_pool_M_145 & 56,74
UDN_BG_A_C_Mayo053_pool_M_145 & 57,72
UDN_BG_A_C_Mayo053_pool_M_145 & 58,68
UDN_BG_A_C_Mayo053_pool_M_145 & 59,73
UDN_BG_A_C_Mayo053_pool_M_145 & 6,6
UDN_BG_A_C_Mayo053_pool_M_145 & 60,73
UDN_BG_A_C_Mayo053_pool_M_145 & 61,72
UDN_BG_A_C_Mayo053_pool_M_145 & 62,77
UDN_BG_A_C_Mayo053_pool_M_145 & 63,84
UDN_BG_A_C_Mayo053_pool_M_145 & 64,83
UDN_BG_A_C_Mayo053_pool_M_145 & 65,88
UDN_BG_A_C_Mayo053_pool_M_145 & 66,86
UDN_BG_A_C_Mayo053_pool_M_145 & 67,90
UDN_BG_A_C_Mayo053_pool_M_145 & 68,91
UDN_BG_A_C_Mayo053_pool_M_145 & 69,93
UDN_BG_A_C_Mayo053_pool_M_145 & 7,10
UDN_BG_A_C_Mayo053_pool_M_145 & 70,93
UDN_BG_A_C_Mayo053_pool_M_145 & 71,88
UDN_BG_A_C_Mayo053_pool_M_145 & 72,96
UDN_BG_A_C_Mayo053_pool_M_145 & 73,99
UDN_BG_A_C_Mayo053_pool_M_145 & 74,102
UDN_BG_A_C_Mayo053_pool_M_145 & 75,103
UDN_BG_A_C_Mayo053_pool_M_145 & 76,101
UDN_BG_A_C_Mayo053_pool_M_145 & 77,102
UDN_BG_A_C_Mayo053_pool_M_145 & 78,97
UDN_BG_A_C_Mayo053_pool_M_145 & 79,94
UDN_BG_A_C_Mayo053_pool_M_145 & 8,10
UDN_BG_A_C_Mayo053_pool_M_145 & 80,98
UDN_BG_A_C_Mayo053_pool_M_145 & 81,96
UDN_BG_A_C_Mayo053_pool_M_145 & 82,94
UDN_BG_A_C_Mayo053_pool_M_145 & 83,94
UDN_BG_A_C_Mayo053_pool_M_145 & 84,86
UDN_BG_A_C_Mayo053_pool_M_145 & 85,86
UDN_BG_A_C_Mayo053_pool_M_145 & 86,87
UDN_BG_A_C_Mayo053_pool_M_145 & 87,89
UDN_BG_A_C_Mayo053_pool_M_145 & 88,90
UDN_BG_A_C_Mayo053_pool_M_145 & 89,89
UDN_BG_A_C_Mayo053_pool_M_145 & 9,10
UDN_BG_A_C_Mayo053_pool_M_145 & 90,81
UDN_BG_A_C_Mayo053_pool_M_145 & 91,80
UDN_BG_A_C_Mayo053_pool_M_145 & 92,75
UDN_BG_A_C_Mayo053_pool_M_145 & 93,76
UDN_BG_A_C_Mayo053_pool_M_145 & 94,74
UDN_BG_A_C_Mayo053_pool_M_145 & 95,72
UDN_BG_A_C_Mayo053_pool_M_145 & 96,62
UDN_BG_A_C_Mayo053_pool_M_145 & 97,52
UDN_BG_A_C_Mayo053_pool_M_145 & 98,51
UDN_BG_A_C_Mayo053_pool_M_145 & 99,49
UDN_BG_A_C_OHSU013_M_149 & 0,1
UDN_BG_A_C_OHSU013_M_149 & 1,1
UDN_BG_A_C_OHSU013_M_149 & 10,34
UDN_BG_A_C_OHSU013_M_149 & 100,47
UDN_BG_A_C_OHSU013_M_149 & 101,50
UDN_BG_A_C_OHSU013_M_149 & 102,49
UDN_BG_A_C_OHSU013_M_149 & 103,47
UDN_BG_A_C_OHSU013_M_149 & 104,51
UDN_BG_A_C_OHSU013_M_149 & 105,54
UDN_BG_A_C_OHSU013_M_149 & 106,56
UDN_BG_A_C_OHSU013_M_149 & 107,53
UDN_BG_A_C_OHSU013_M_149 & 108,61
UDN_BG_A_C_OHSU013_M_149 & 109,49
UDN_BG_A_C_OHSU013_M_149 & 11,34
UDN_BG_A_C_OHSU013_M_149 & 110,35
UDN_BG_A_C_OHSU013_M_149 & 111,33
UDN_BG_A_C_OHSU013_M_149 & 112,20
UDN_BG_A_C_OHSU013_M_149 & 113,29
UDN_BG_A_C_OHSU013_M_149 & 114,28
UDN_BG_A_C_OHSU013_M_149 & 115,21
UDN_BG_A_C_OHSU013_M_149 & 12,33
UDN_BG_A_C_OHSU013_M_149 & 13,34
UDN_BG_A_C_OHSU013_M_149 & 14,38
UDN_BG_A_C_OHSU013_M_149 & 15,34
UDN_BG_A_C_OHSU013_M_149 & 16,36
UDN_BG_A_C_OHSU013_M_149 & 17,34
UDN_BG_A_C_OHSU013_M_149 & 18,36
UDN_BG_A_C_OHSU013_M_149 & 19,41
UDN_BG_A_C_OHSU013_M_149 & 2,2
UDN_BG_A_C_OHSU013_M_149 & 20,39
UDN_BG_A_C_OHSU013_M_149 & 21,39
UDN_BG_A_C_OHSU013_M_149 & 22,37
UDN_BG_A_C_OHSU013_M_149 & 23,38
UDN_BG_A_C_OHSU013_M_149 & 24,39
UDN_BG_A_C_OHSU013_M_149 & 25,41
UDN_BG_A_C_OHSU013_M_149 & 26,41
UDN_BG_A_C_OHSU013_M_149 & 27,42
UDN_BG_A_C_OHSU013_M_149 & 28,42
UDN_BG_A_C_OHSU013_M_149 & 29,41
UDN_BG_A_C_OHSU013_M_149 & 3,6
UDN_BG_A_C_OHSU013_M_149 & 30,41
UDN_BG_A_C_OHSU013_M_149 & 31,41
UDN_BG_A_C_OHSU013_M_149 & 32,41
UDN_BG_A_C_OHSU013_M_149 & 33,41
UDN_BG_A_C_OHSU013_M_149 & 34,42
UDN_BG_A_C_OHSU013_M_149 & 35,37
UDN_BG_A_C_OHSU013_M_149 & 36,41
UDN_BG_A_C_OHSU013_M_149 & 37,48
UDN_BG_A_C_OHSU013_M_149 & 38,55
UDN_BG_A_C_OHSU013_M_149 & 39,54
UDN_BG_A_C_OHSU013_M_149 & 4,9
UDN_BG_A_C_OHSU013_M_149 & 40,54
UDN_BG_A_C_OHSU013_M_149 & 41,53
UDN_BG_A_C_OHSU013_M_149 & 42,53
UDN_BG_A_C_OHSU013_M_149 & 43,58
UDN_BG_A_C_OHSU013_M_149 & 44,70
UDN_BG_A_C_OHSU013_M_149 & 45,75
UDN_BG_A_C_OHSU013_M_149 & 46,67
UDN_BG_A_C_OHSU013_M_149 & 47,69
UDN_BG_A_C_OHSU013_M_149 & 48,68
UDN_BG_A_C_OHSU013_M_149 & 49,67
UDN_BG_A_C_OHSU013_M_149 & 5,10
UDN_BG_A_C_OHSU013_M_149 & 50,64
UDN_BG_A_C_OHSU013_M_149 & 51,61
UDN_BG_A_C_OHSU013_M_149 & 52,62
UDN_BG_A_C_OHSU013_M_149 & 53,61
UDN_BG_A_C_OHSU013_M_149 & 54,60
UDN_BG_A_C_OHSU013_M_149 & 55,61
UDN_BG_A_C_OHSU013_M_149 & 56,69
UDN_BG_A_C_OHSU013_M_149 & 57,68
UDN_BG_A_C_OHSU013_M_149 & 58,68
UDN_BG_A_C_OHSU013_M_149 & 59,73
UDN_BG_A_C_OHSU013_M_149 & 6,10
UDN_BG_A_C_OHSU013_M_149 & 60,69
